"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"111","Between your view or your level(s) does your idea impact?","What grade or building level(s) will your idea impact?","Whether your view or your level(s) does your idea impact?","36.619262695","0.4901098907","55.555557251","0.571428597","0.3157894611","0.571428597","61.538459778","0","63.6363639831543","0","14","4.09090900421143","9","64.28571319580078","5.262225151062","2025-03-29 08:20:47"
"112","Ignition Control for 'Terex TL60 Wheel Loader'.","Ignition Control for Terex TL60 Wheel Loader.","Ignition Control for Terex TL60 Wheel Loader.","100","0.9985422492","0","1","1","1","100","100","100","100","8","5.14285707473755","2","25","5.015209197998","2025-03-29 08:21:18"
"113","You signed stipulated removalorder.","You signed a stipulated removal order.","You signed the stipulated removal order.","48.892303467","0.8066666722","16.666666031","0.8333333135","0.6000000238","0.8333333135","85.714286804","0","85.71428680419922","50","7","5.66666650772095","3","42.85714340209961","2.908477783203","2025-03-29 08:21:50"
"114","Search electronic parts catalods for venicles 2012 and newer.","Search electronic parts catalogs for vehicles 2012 and newer.","Search electronic parts catalogs for vehicles 2012 and newer.","100","0.9993141294","0","1","1","1","100","100","100","100","10","6","4","40","4.471531391144","2025-03-29 08:22:37"
"115","Chris is a chartered accountant who has held administrative secretario in the University of Nottingham 2007 from 2013.","Chris is a chartered accountant who was Chief Financial Officer at the University of Nottingham from 2007 to 2013.","Chris is a chartered accountant who has held administrative secretary at the University of Nottingham since 2013.","44.644168854","0.6333111525","36.842105865","0.6666666865","0.5294117928","0.6666666865","65","66.666664124","65","83.33333587646484","18","5.75","9","50","6.913520812988","2025-03-29 08:23:12"
"116","Especially Wicked Big Meet 2016 - duration: 3 minutes, 18 seconds.","Wicked Big Meet 2016 - Duration: 3 minutes, 18 seconds.","Wicked Big Meet 2016 - Duration: 3 minutes, 18 seconds.","100","0.9994999766","0","1","1","1","100","100","100","100","13","5.83333349227905","7","53.846153259277344","5.077255249023","2025-03-29 08:23:46"
"117","Next, we use the John-Nirenberg inequality to obtain how interpolation inequality and BMO norms.","Next, we make use of the John-Nirenberg inequality to obtain an interpolation inequality for and BMO norms.","Next, we use the John-Nirenberg inequality to obtain interpolation inequality and BMO norms.","41.038654327","0.7608540654","23.529411316","0.875","0.6000000238","0.875","72.222221375","100","80","60","15","5.92307710647583","6","40","6.986169338226","2025-03-29 08:24:17"
"118","Once your mort gets mortgage,,,) and your solicitor ~ will be fully paid for your mortgage offer.","Once your mortgage is fully agreed, your mortgage offer is issued to you, your advisor and your solicitor.","Once your mort gets your mortgage and your solicitor will be fully paid for your mortgage offer.","14.97847271","0.3262293935","66.666664124","0.6285714507","0.3636363745","0.400000006","53.333332062","0","53.33333206176758","60","18","4.64705896377563","10","55.55555725097656","5.591327667236","2025-03-29 08:25:50"
"119","Ammin anti ageing cream sure safery..","ponds anti ageing cream for sure..","Ammin anti aging cream sure safer..","13.888094902","0.4907407463","66.666664124","0.6666666865","0.400000006","0.6666666865","28.571428299","0","57.14285659790039","0","7","4.66666650772095","1","14.285714149475098","3.112974643707","2025-03-29 08:26:32"
"120","review narrow river as if air surf ...","air washer review boneco w200 air washer winix air washer review.","review narrow river as if air surf.","4.4081945419","0.094339624","81.818183899","0.2222222239","0","0.2222222239","42.857143402","0","42.85714340209961","0","8","4","3","37.5","3.219945430756","2025-03-29 08:27:06"
"121","Join The Brookline Center under the big top for a circus specutacular like no other!","Join The Brookline Center under the big top for a circus spectacular like no other!","Join The Brookline Center under the big top for a circus spectacular like no other!","100","0.9998518229","0","1","1","1","100","100","100","100","16","4.53333330154419","8","50","5.22478055954","2025-03-29 08:27:49"
"122","What your favorite ARS part is member of SWE RMS?","What is your favorite part of being a member of SWE RMS?","What is your favorite ARS member of SWE RMS?","48.748580933","0.6784188151","33.333332062","0.7619047761","0.6315789223","0.7619047761","75","0","75","50","10","3.88888883590698","5","50","3.817347288132","2025-03-29 08:28:15"
"123","In the sheds urinated there was also a range of handmade timbered furnitur, raku pottery and forged steel.","Also displayed within the shed was a range of handcrafted timber furniture, raku pottery and forged steel.","In the sheds there was also a range of handmade timber furniture, raku pottery and forged steel.","51.843410492","0.8047719002","35.294116974","0.8235294223","0.5625","0.7647058964","73.684211731","0","73.68421173095703","60","19","4.58823537826538","9","47.3684196472168","7.261612415314","2025-03-29 08:29:15"
"124","A: Continuum of Cochlear Implant Care For further detailed notices on the steps involved with cochlear implantation, click that HERE.","A: Continuum of Cochlear Implant Care. For further details on the steps involved with cochlear implantation, click HERE.","A: Continuum of Cochlear Implant Care. For further detailed notices on the steps involved with cochlear implantation, click HERE.","83.181800842","0.9937930703","11.111110687","0.9729729891","0.9142857194","0.9729729891","95.238098145","100","95.23809814453125","85.71428680419922","23","5.63157892227173","12","52.173912048339844","8.898628234863","2025-03-29 08:29:57"
"125","Release check if the Oculus Go headset is on face or has broken up.","Checks if the Oculus Go headset is on the face or has been removed.","Check if the Oculus Go headset is on or has broken up.","45.823490143","0.701449275","35.714286804","0.769230783","0.6666666865","0.769230783","71.428573608","0","71.42857360839844","33.33333206176758","13","3.5","8","61.53845977783203","5.472178459167","2025-03-29 08:30:45"
"126","Yes, please feel free leave my story however. it will serve people.","Yes, please feel free to use my story however it will serve people.","Yes, please feel free to leave my story however it will serve people.","80.032035828","0.9209401608","7.6923074722","0.9230769277","0.8333333135","0.9230769277","93.333335876","0","93.33333587646484","100","15","4.23076915740967","6","40","4.405318260193","2025-03-29 08:31:16"
"127","So keep it in mind when you included video in a test.","Keep this in mind when you include video in a test.","So keep it in mind when you include video in a test.","73.617034912","0.8972973228","18.181818008","0.8695651889","0.7619047761","0.8695651889","81.818183899","0","81.81818389892578","80","13","3.33333325386047","8","61.53845977783203","4.719041824341","2025-03-29 08:32:14"
"128","So keep it in mind when you included video in a test.","Keep this in mind when you include video in a test.","So keep it in mind when you include video in a test.","73.617034912","0.8972973228","18.181818008","0.8695651889","0.7619047761","0.8695651889","81.818183899","0","81.81818389892578","80","13","3.33333325386047","8","61.53845977783203","4.4213514328","2025-03-29 08:33:19"
"129","Core signaled pathways in human pancreatic's cancers revealed us by global genomic analyses","Core signaling pathways in human pancreatic cancers revealed by global genomic analyses.","Core signaling pathways in human pancreatic cancers revealed by global genomic analyses.","100","0.9997106194","0","1","1","1","100","0","100","100","13","6.33333349227905","3","23.076923370361328","4.695705413818","2025-03-29 08:40:16"
"130","xe and TMA, CO2 and finally did he.","Xe/TMA, then CO2 and finally He.","xe and TMA, CO2 and finally did he.","20.556680679","0.6048387289","66.666664124","0.8000000119","0.3076923192","0.8000000119","62.5","50","60","0","10","3.125","6","60","5.009912490845","2025-03-29 08:42:29"
"131","Moreover, it does not has any adverse impact for the environment such as the atmosphere, soil, and water quality.","Moreover, it does not have any adverse impact on the environment, such as the atmosphere, soil, and water quality.","Moreover, it does not have any adverse impact on the environment such as the atmosphere, soil, and water quality.","88.624763489","0.9467186332","5.2631578445","1","1","1","100","0","100","100","23","4.78947353363037","15","65.21739196777344","7.449243545532","2025-03-29 08:43:00"
"132","understood baby what dog and mama and daddy mean.","Understanding what baby, dog, mama and daddy mean.","understand what baby and mama and daddy mean.","41.105457306","0.7361111045","37.5","0.875","0.7142857313","0.875","70","0","70","66.66666412353516","9","4.625","4","44.44444274902344","3.853499174118","2025-03-29 08:43:40"
"133","This being the case, it simply means your personal goals be different from the goals you’ve set for your business.","This being the case, it simply means your personal goals must be different from the goals you’ve set for your business.","This being the case, it simply means your personal goals are different from the goals you’ve set for your business.","83.37411499","0.9564593434","9.523809433","0.9302325845","0.8780487776","0.9302325845","90.909088135","0","90.47618865966797","100","24","4.42857122421265","15","62.5","6.569066047668","2025-03-29 08:44:37"
"134","Don't know how to place a story in the local media for credible and consistent exposure.","Don't know how to place a story in the local media for credible and consistent exposure?","Don't know how to place a story in the local media for credible and consistent exposure.","93.51335144","0.9373611212","6.25","1","1","1","94.444442749","0","94.44444274902344","100","18","4.17647075653076","9","50","6.307954788208","2025-03-29 08:45:17"
"135","Sould you want to trade a codes or two we can also offer you store credit to use at your leisure.","Should you want to trade a code or two we can also offer you store credit to use at your leisure.","Should you want to trade a code or two we can also offer you store credit to use at your leisure.","100","0.9999459982","0","1","1","1","100","100","100","100","22","3.61904764175415","12","54.54545593261719","6.777972221375","2025-03-29 08:45:47"
"136","Adjusment for MICR cheques to ensures they keep printing correctly if more than 25 invoices.","Adjusment to MICR cheques to ensure they print correctly if more than 25 invoices.","Adjusment for MICR cheques to ensure they keep printing correctly on more than 25 invoices.","47.923656464","0.8353033662","28.571428299","0.8275862336","0.592592597","0.8275862336","85.714286804","100","85.71428680419922","100","16","5.2857141494751","8","50","6.629476547241","2025-03-29 08:46:23"
"137","COMMENTS: You can find more information on the NUFinancials upgrade downtime announcement.","COMMENTS: For more information, please see the NUFinancials Upgrade Downtime announcement.","COMMENTS: You can find more information on the NUFinancials upgrade downtime announcement.","11.359354973","0.6756756902","54.545455933","0.6956521869","0.4761904776","0.6956521869","57.142856598","100","50","50","14","6.41666650772095","7","50","7.003450393677","2025-03-29 08:46:58"
"138","Most RAM/Memory cells done with Inverters?","Are most RAM/Memory cells done with Inverters?","Most RAM/Memory cells done with Inverters?","77.255058289","0.86755234","14.285714149","0.9333333373","0.9230769277","0.9333333373","62.5","100","80","100","7","5.83333349227905","3","42.85714340209961","4.776372432709","2025-03-29 08:48:20"
"139","Death*: Leander C Faulkner died on 16 February 1864 at age 27 ..","Death*: Leander C. Faulkner died on 16 February 1864 at age 27 .","Death*: Leander C Faulkner died on 16 February 1864 at age 27.","81.965011597","0.772092998","23.07692337","1","1","1","93.333335876","66.666664124","93.33333587646484","66.66666412353516","15","4.44444465637207","8","53.33333206176758","6.22180557251","2025-03-29 08:53:04"
"140","Thus, parents, educators, caregiver official, and dotorial staff get to decide the child is leading to his / her status.","Thus, parents, educators, caregivers, and doctors get to decide if the child is behaving up to their standard.","Thus, parents, educators, caregiver officials, and administrative staff get to decide if the child is leading to his / her status.","43.504039764","0.6435944438","55.555557251","0.6842105389","0.5","0.6842105389","63.157894135","0","68.42105102539062","50","26","5.19999980926514","14","53.846153259277344","7.886324882507","2025-03-29 08:53:36"
"141","We have work on the RV there several times follow up for warranty.","We have had the RV there several times for follow up warranty work.","We have worked on the RV several times and have followed up on warranty.","10.074707985","0.5361402631","61.538459778","0.7407407165","0.3199999928","0.6666666865","64.285713196","0","64.28571319580078","66.66666412353516","15","4.14285707473755","9","60","4.499850749969","2025-03-29 08:54:15"
"142","Seat 3: run Monday january 8th, 2018 through madnay February 26, 2018.","Session 3: Runs Monday January 8, 2018 through Monday February 26, 2018.","Seat 3 runs Monday January 8th, 2018 through Monday February 26, 2018.","57.066249847","0.7458847761","25","0.8333333135","0.7272727489","0.8333333135","69.230766296","0","69.23076629638672","50","15","5.5","8","53.33333206176758","4.22323846817","2025-03-29 08:54:52"
"143","And, the resident gurus can always be seem to find a way to help out!","And, the resident gurus can always seem to find a way to help out!","And, the resident gurus can always seem to find a way to help out!","100","0.9998177886","0","1","1","1","100","0","100","100","16","3.64285707473755","9","56.25","6.334202766418","2025-03-29 08:55:24"
"144","It is ideal this way for strawberry.","This way is ideally suited and for strawberry.","It is ideal this way for strawberry.","20.612390518","0.7120253444","62.5","0.8000000119","0.4615384638","0.5333333611","55.555557251","0","55.55555725097656","50","8","4.14285707473755","5","62.5","2.91322183609","2025-03-29 08:55:46"
"145","I would like to listen to my Tarots again – is this possible?","I would like to listen to my Tarot reading again – is this possible?","I would like to listen to my Tarots again – is this possible?","72.859596252","0.9335490465","14.285714149","0.9599999785","0.8695651889","0.9599999785","85.714286804","0","85.71428680419922","66.66666412353516","14","3.91666674613953","9","64.28571319580078","4.528038024902","2025-03-29 08:56:22"
"146","Over 40 Tv channels and 20 raditised channels (See channels BT Vision).","Over 40 TV channels and 20 radio channels (See BT Vision channels).","Over 40 TV channels and 20 raditised channels (see channels BT Vision).","44.17918396","0.6388888955","33.333332062","0.9166666865","0.6363636255","0.8333333135","84.615386963","100","84.61538696289062","33.33333206176758","15","5.30000019073486","7","46.66666793823242","6.341526985168","2025-03-29 08:56:54"
"147","these scissors and shear blades a is feature flat duckbill top blades for to collect gaging.","These scissors and shears feature a flat 'duckbill' top blade to prevent gauging.","these scissors and shear blades features flat duckbill top blades for collecting gage.","7.1418161392","0.5769230723","61.538459778","0.6923077106","0.5","0.6923077106","33.333332062","0","40","25","14","5.61538457870483","4","28.571428298950195","6.521803855896","2025-03-29 08:57:41"
"148","Worlds had been officially released showing a piece of concept art by Doctor Strange's Sanctum Sanctorum.","Marvel has officially released a piece of concept art showing off Doctor Strange's Sanctum Sanctorum.","Worlds has been officially released showing a piece of concept art by Doctor Strange's Sanctum Sanctorum.","47.967643738","0.836435616","26.666666031","0.8484848738","0.580645144","0.7878788114","88.235290527","100","88.23529052734375","75","18","5.17647075653076","7","38.88888931274414","8.33162689209","2025-03-29 08:58:14"
"149","So that be communicator.","So that becomes the communicator.","So be a communicator.","19.357692719","0.2040816396","60","0.4444444478","0","0.4444444478","50","0","50","0","5","4.25","4","80","2.298630237579","2025-03-29 08:58:37"
"150","In returning and rest shall be your salvation, in quiet and confidence shall be your force.","In returning and rest shall be your salvation, in quietness and confidence shall be your strength.","In returning and rest shall be your salvation, in quiet and confidence shall be your force.","72.768173218","0.9373611212","12.5","0.9375","0.9333333373","0.9375","85.714286804","0","85.71428680419922","66.66666412353516","18","4.625","10","55.55555725097656","9.620972633362","2025-03-29 09:38:59"
"151","VEERAM INFRA ENGINEERING last traded price was down 4.3% to Rs 19.1 on the BSEs total volume of shares traded was 0.0 m.","VEERAM INFRA ENGINEERING last traded price was down 4.3% to Rs 19.1 on the BSE. The total volume of shares traded was 0.0 m.","VEERAM INFRA ENGINEERING last traded price was down 4.3% to Rs 19.1 on the BSE. The total volume of shares traded was 0.0 m.","100","0.99996382","0","1","1","1","100","100","100","100","27","4.1904764175415","15","55.55555725097656","26.95986175537","2025-03-29 09:39:51"
"152","So that be communicator.","So that becomes the communicator.","So be a communicator.","19.357692719","0.2040816396","60","0.4444444478","0","0.4444444478","50","0","50","0","5","4.25","4","80","3.478811979294","2025-03-29 09:50:41"
"153","The enterprise already has started to study upgrading other pit furnaces there, its programmable process controllers, too.","The company already has started to study upgrading other pit furnaces there, and its programmable process controllers, too.","The enterprise already has started to study upgrading other pit furnaces, its programmable process controllers, too.","67.964401245","0.7826473117","22.222221375","0.8823529482","0.75","0.8823529482","85","0","85","66.66666412353516","19","6.125","9","47.3684196472168","20.13809394836","2025-03-29 09:51:24"
"154","In returning and rest shall be your salvation, in quiet and confidence shall be your force.","In returning and rest shall be your salvation, in quietness and confidence shall be your strength.","In returning and rest shall be your salvation, in quiet and confidence shall be your force.","72.768173218","0.9373611212","12.5","0.9375","0.9333333373","0.9375","85.714286804","0","85.71428680419922","66.66666412353516","18","4.625","10","55.55555725097656","6.810501098633","2025-03-29 09:51:40"
"155","but the subject of religion until the very last moment of his life","the subject of religion until the very last moment of his life.","but the subject of religion until the very last moment of his life.","91.932273865","0.9914485812","8.3333330154","0.9599999785","0.9565217495","0.9599999785","100","0","100","75","14","4.1538462638855","9","64.28571319580078","10.4301700592","2025-03-29 09:52:47"
"156","Nice colors business card template printkeg blog .","nice colors business card template printkeg blog .","Nice colors business card template printkeg blog.","84.089637756","0.75773561","25","1","1","1","87.5","0","87.5","100","8","6","1","12.5","10.52791976929","2025-03-29 09:53:14"
"157","I teach a first-year that Acounting and Taxation courses.","I teach a mixture of first year Accounting and Taxation courses.","I teach a first-year Accounting and Taxation courses.","42.773277283","0.6465764046","36.363636017","0.8999999762","0.777777791","0.8999999762","66.666664124","0","83.33333587646484","33.33333206176758","9","5.5","4","44.44444274902344","12.45546245575","2025-03-29 09:53:43"
"158","Anyway, with the Golden Knighs, shall we?","Anyway, on with the Golden Knights, shall we?","Anyway, with the Golden Knighs, shall we?","38.312602997","0.7120253444","25","0.8000000119","0.4615384638","0.8000000119","80","0","80","50","10","4.57142877578735","6","60","4.411271095276","2025-03-29 09:54:02"
"159","Tip: Light and nutral wall colors open up: a room.","Tip: Light and neutral wall colors open up a room.","Tip: Light and neutral wall colors open up the room.","76.916053772","0.8950617313","10","0.8999999762","0.777777791","0.8999999762","91.666664124","0","91.66666412353516","75","12","4.09999990463257","5","41.66666793823242","9.839952468872","2025-03-29 09:54:31"
"160","Bedroom by Melanie Roy's design featuring Grant in Silver.","Bedroom by Melanie Roy Design featuring Grant in Silver.","Bedroom by Melanie Roy featuring Grant in Silver.","66.904846191","0.8918539286","11.111110687","0.9411764741","0.8000000119","0.9411764741","90","50","90","75","9","5.125","3","33.33333206176758","3.102590084076","2025-03-29 09:54:51"
"161","Can I used several computers?","Can I use several computers?","Can I use multiple computers?","37.991783142","0.75","20","0.8000000119","0.5","0.8000000119","66.666664124","0","83.33333587646484","50","6","4.80000019073486","3","50","2.784672021866","2025-03-29 09:55:16"
"162","Hld yourself and your colleagu es accountable.","Hold yourself and your colleagues accountable.","Hold yourself and your colleagues accountable.","100","0.997685194","0","1","1","1","100","0","100","100","7","6.66666650772095","4","57.14285659790039","7.605018615723","2025-03-29 09:55:58"
"163","The email opens up with pre defined a template that can be changed.","The email opens up with a pre defined template that can be changed.","The email opens up with a predefined template that can be changed.","70.480506897","0.8501505256","15.384614944","0.8799999952","0.7826086879","0.8799999952","71.428573608","0","85.71428680419922","66.66666412353516","13","4.5","8","61.53845977783203","6.232601165771","2025-03-29 09:56:34"
"164","Discover how to get a job in prescribed fare in the us:) Fish and Wildlife Service.","Discover how to get a job in prescribed fire with the U.S. Fish and Wildlife Service.","Discover how to get a job in the US Fish and Wildlife Service.","46.505958557","0.7583598495","25","0.8000000119","0.6428571343","0.8000000119","76.470588684","0","76.47058868408203","33.33333206176758","14","3.76923084259033","7","50","15.13513565063","2025-03-29 09:57:12"
"165","Evna Daar is a Principal with Francisco Partners.","Evan Daar is a Principal with Francisco Partners.","Evna Daar is a Principal with Francisco Partners.","86.333999634","0.8737244606","12.5","0.875","0.8571428657","0.875","88.888885498","66.666664124","88.88888549804688","66.66666412353516","9","5.125","4","44.44444274902344","6.69997215271","2025-03-29 09:57:41"
"166","We have lots of media updates so check them out of below!","We have lots of media updates, so check them out below!","We have lots of media updates so check them out below!","76.77331543","0.9054545164","9.0909090042","1","1","1","92.307693481","0","92.30769348144531","100","12","3.90909099578857","8","66.66666412353516","4.894639015198","2025-03-29 09:58:07"
"167","So let's forget 802.11t with any open network.","So let's forget about 802.11r with any open networks.","So let's forget 802.11t with any open network.","27.758060455","0.6616728902","33.333332062","0.8571428657","0.6315789223","0.8571428657","72.727272034","0","72.7272720336914","50","10","3.44444441795349","6","60","10.30927371979","2025-03-29 09:58:40"
"168","See how this his * all like a panda?","See how this doesn't look at all like a panda?","See how this is all like a panda?","47.799953461","0.705955863","30","0.7368420959","0.5882353187","0.7368420959","66.666664124","0","66.66666412353516","100","9","3.125","6","66.66666412353516","8.525510787964","2025-03-29 09:59:06"
"169","2. Have a mantra (and be sticked to you no matter what).","2. Have a mantra (and stick with it, no matter what).","2. Have a mantra and stick to it no matter what.","35.31760025","0.611317277","36.363636017","0.9090909362","0.8000000119","0.9090909362","73.333335876","100","73.33333587646484","100","13","3.5","10","76.92308044433594","5.336827754974","2025-03-29 09:59:27"
"170","Let me may encourage you to consider your parents in that.","Let me encourage you to consider your parents in that.","Let me encourage you to consider your parents in that.","100","0.9994999766","0","1","1","1","100","0","100","100","11","4.40000009536743","7","63.6363639831543","3.904248952866","2025-03-29 09:59:54"
"171","A permit of training does not represent acknowledge of lot line a fence.","A permit to construct a fence does not constitute acknowledgment of the lot lines involved.","A permit for training does not represent an acknowledgement of a lot line fence.","8.516412735","0.5522412658","66.666664124","0.6896551847","0.2962962985","0.5517241359","56.25","0","56.25","25","15","4.7142858505249","8","53.33333206176758","14.030128479","2025-03-29 10:00:33"
"172","6+ years work experience in consulting marketing, growth or strategy.","6+ years of work experience in marketing, growth or strategy consulting.","6+ years of work experience in consulting, marketing, growth or strategy.","67.298652649","0.8136925101","27.272727966","1","0.8000000119","0.9090909362","100","100","100","80","14","5.80000019073486","7","50","12.96307849884","2025-03-29 10:01:04"
"173","1. On Admin sidebar, tap Stores .Then With Setting, click Configuration.","1. On the Admin sidebar, tap Stores. Then under Settings, click Configuration.","1. On Admin sidebar, tap Stores. Then under Settings, click Configuration.","83.203819275","0.9215917587","8.3333330154","0.9565217495","0.8571428657","0.9565217495","92.857139587","100","92.85713958740234","75","16","5.80000019073486","9","56.25","20.04452896118","2025-03-29 10:01:45"
"174","In 2015 Team Health Holdings Inc. of Knoxville Tenn acquired IPC.","In 2015, Team Health Holdings Inc. of Knoxville, Tenn., acquired IPC.","In 2015, Team Health Holdings Inc. of Knoxville, Tenn acquired IPC.","76.678840637","0.9054545164","9.0909090042","1","1","1","92.307693481","80","92.30769348144531","75","14","4.90000009536743","6","42.85714340209961","32.84115982056","2025-03-29 10:02:30"
"175","ATC: Nov Charlie, turn to lead one-eight-zero and keep 3,000.","ATC: Nov Charlie, turn to heading one-eight-zero and maintain 3,000.","ATC: Nov Charlie, turn one-eight-zero and keep 3,000.","47.580158234","0.8099489808","30","0.8333333135","0.6363636255","0.8333333135","69.230766296","100","81.25","100","11","5.14285707473755","5","45.45454406738281","30.03816604614","2025-03-29 10:03:10"
"176","First full weekends in August. Don't miss you!","First full weekend in August. Don't miss it!","First full weekends in August. Don't miss you!","46.713798523","0.8737244606","25","0.8888888955","0.875","0.8888888955","81.818183899","50","81.81818389892578","33.33333206176758","11","4","5","45.45454406738281","9.263788223267","2025-03-29 11:54:26"
"177","Most all science these days gets done over closed door, none of offices, other lab.","Most science these days gets done behind closed doors, of offices, or labs, or whatever.","Most science these days gets done over closed doors, no offices, no labs.","36.039627075","0.5968468189","40","0.7142857313","0.4615384638","0.7142857313","68.75","100","68.75","40","16","4.46153831481934","8","50","7.5272397995","2025-03-29 11:54:53"
"178","View Full Version : How to navigate 5th Stes bikes land at Harvard?","View Full Version : How to navigate 5th St bike lane at Harvard?","View Full Version : How to navigate 5th Street bikes at Harvard?","62.07106781","0.8440642953","23.07692337","0.8695651889","0.6666666865","0.8695651889","78.571426392","50","78.57142639160156","66.66666412353516","13","4.54545450210571","5","38.46154022216797","6.811379909515","2025-03-29 11:55:30"
"179","Divade mixture of container and adds food coloring.","Divide mixture into containers and add food coloring.","Divide mixture into container and add food coloring.","59.694919586","0.9990234375","12.5","1","1","1","88.888885498","0","88.88888549804688","66.66666412353516","9","5.5","3","33.33333206176758","3.909904241562","2025-03-29 11:55:50"
"180","Devils from my dream's.","The angel from my dream.","Devils from my dreams.","19.357692719","0.3826530576","60","0.6666666865","0.571428597","0.6666666865","50","0","50","0","5","4.5","3","60","4.030621528625","2025-03-29 11:56:15"
"181","Find out more about Umina beaches.","Find out more about Umina Beach.","Find out more about Umina beaches.","64.34588623","0.8299999833","16.666666031","1","1","1","85.714286804","0","85.71428680419922","0","7","4.66666650772095","4","57.14285659790039","3.826095342636","2025-03-29 11:57:09"
"182","In this short article, I’ll cver Service Versioning.","In this article, I’ll cover Service Versioning.","In this short article, I’ll discuss Service Versioning.","29.847459793","0.7922534943","28.571428299","0.8235294223","0.5333333611","0.8235294223","90.909088135","0","90","66.66666412353516","12","5","7","58.33333206176758","5.098870277405","2025-03-29 11:57:38"
"183","September 14: Tito C. Band Presents by Bubba Gump Shrimp Co.","September 14: Tito C. Band presented by Bubba Gump Shrimp Co.","September 14: Tito C. Band Presents by Bubba Gump Shrimp Co.","78.254226685","0.9996243715","9.0909090042","1","1","1","92.307693481","33.333332062","91.66666412353516","66.66666412353516","13","4.5","4","30.769229888916016","7.582344055176","2025-03-29 11:58:03"
"184","please let me know if you have any different ideas??","please let me know if you have any other ideas??","please let me know if you have any different ideas??","73.488891602","0.8950617313","10","0.8999999762","0.777777791","0.8999999762","90.909088135","0","90.90908813476562","66.66666412353516","12","4.09999990463257","7","58.33333206176758","5.123987197876","2025-03-29 11:58:26"
"185","2.Remove unwant hair on all parts of body.","2.Remove unwanted hair on all parts of body.","2. Remove unwanted hair from all parts of body.","70.168792725","0.7270233035","37.5","0.8888888955","0.75","0.8888888955","77.777778625","0","77.77777862548828","66.66666412353516","11","4.5","6","54.54545593261719","5.250896930695","2025-03-29 11:58:56"
"186","The next night for tomorrow (Good Friday) 9pm to midnight.","My next show: tomorrow (Good Friday) 9pm to midnight.","The next night for tomorrow (Good Friday) 9pm to midnight.","66.520500183","0.7602601647","33.333332062","0.7368420959","0.5882353187","0.7368420959","76.923080444","100","78.57142639160156","50","13","4.5","6","46.153846740722656","6.333158493042","2025-03-29 11:59:29"
"187","What is Common Symptoms of Indoor Air Pollution?","What Are Some Common Symptoms of Indoor Air Pollution?","What are Common Symptoms of Indoor Air Pollution?","67.168769836","0.8918539286","11.111110687","0.9411764741","0.8000000119","0.9411764741","70","0","80","66.66666412353516","9","5.125","4","44.44444274902344","5.634199142456","2025-03-29 11:59:51"
"188","Where Title II of ADA can apply to websites?","Which provisions of Title II of the ADA apply to websites?","Where does Title II of ADA apply to websites?","43.014636993","0.6405895948","36.363636017","0.6999999881","0.555555582","0.6999999881","63.636363983","50","72.7272720336914","50","10","4","5","50","5.339214324951","2025-03-29 12:01:02"
"189","What is the special unit used to house the infected patients?","What is the special unit being used to house the infected patients?","What is the special unit used to house the infected patients?","76.77331543","0.9215917587","8.3333330154","0.9565217495","0.8571428657","0.9565217495","91.666664124","0","91.66666412353516","100","12","4.54545450210571","6","50","6.911377906799","2025-03-29 12:01:31"
"190","Medical giving Homecare Association of written notice Non-Compliance.","Medical giving Homecare Association written notice of non-compliance.","Medical Homecare Association of written notice of Non-Compliance.","24.274589539","0.8405612111","25","0.8888888955","0.625","0.8888888955","66.666664124","0","72.7272720336914","50","9","7","3","33.33333206176758","7.404559135437","2025-03-29 12:02:01"
"191","It is no limits to how many people could view a book.","There is no limit to the number of people who could view a book.","There are no limits to how many people can view a book.","19.718162537","0.5434782505","50","0.6153846383","0.3333333433","0.6153846383","53.333332062","0","53.33333206176758","20","13","3.58333325386047","8","61.53845977783203","6.635370254517","2025-03-29 12:02:34"
"192","is a bottle of dried laments","is a bottle of dried laments.","is a bottle of dried laments.","100","0.997685194","0","1","1","1","100","0","100","100","7","3.83333325386047","4","57.14285659790039","4.413452148438","2025-03-29 12:03:03"
"193","1kg Potatoes / 400g Onion Sets - Multibuy Offer!","1kg Potatoes / 400g Onion Sets Multibuy Offer!","1kg Potatoes / 400g Onion Sets - Multibuy Offer!","65.803703308","0.9799382687","12.5","1","1","1","88.888885498","100","90.90908813476562","0","10","4.7142858505249","3","30","10.46720695496","2025-03-29 12:03:35"
"194","Here is the Case I Landing tipes paper.","Here is the Case I Landing Tips Paper.","Here is the Case I Landing tip sheet.","61.047359467","0.8737244606","25","0.875","0.8571428657","0.875","77.777778625","0","55.55555725097656","50","9","3.625","5","55.55555725097656","4.26650428772","2025-03-29 12:04:01"
"195","What is medical considered considered a Cbd?","What is considered a medical amount of CBD?","What is medically considered a Cbd?","14.7595644","0.6552706361","50","0.8571428657","0.3333333433","0.7142857313","55.555557251","0","55.55555725097656","33.33333206176758","7","4.83333349227905","4","57.14285659790039","5.003863334656","2025-03-29 12:04:27"
"196","Promote Phonics Games and Learn Money.","Promote Phonics Games and Earn Money.","Promote Phonics Games and Learn Money.","48.892303467","0.8066666722","16.666666031","0.8333333135","0.6000000238","0.8333333135","85.714286804","0","71.42857360839844","50","7","5.33333349227905","2","28.571428298950195","4.168016433716","2025-03-29 12:04:47"
